T_c,pert_scale,rep,C,bv,tc_times_bv,tau2_learned,n_shrunk,mean_delta_norm,auroc_poolA,auroc_poolB,auroc_hnavar,auroc_cold,hn_minus_poolB,hn_minus_cold,mse_poolA,mse_poolB,mse_hnavar,mse_cold,mse_hn_vs_poolB,mse_hn_vs_cold
40,1.0,3,20,0.21926204713596673,8.770481885438668,0.9009574055671692,0,0.8350929869677748,0.85,0.8375,0.8392857142857144,0.6702380952380951,0.0017857142857143904,0.16904761904761934,0.623295471817255,0.6479080855846405,0.6322927236557007,0.7485564619302749,-0.015615361928939864,-0.11626373827457426
40,1.0,4,20,0.22688889627171238,9.075555850868495,0.8872776627540588,0,0.8791355139935547,0.8131868131868133,0.7846153846153847,0.8027472527472529,0.6428571428571427,0.01813186813186818,0.1598901098901102,1.0111462786793708,1.0158091813325882,0.8411562703549862,0.905232486128807,-0.17465291097760205,-0.06407621577382083
40,1.0,5,20,0.22447239280704287,8.978895712281714,0.8992593884468079,0,0.8203036709954452,0.9911458333333334,0.8875,0.8302083333333334,0.6661458333333333,-0.05729166666666652,0.1640625000000001,0.741689196228981,0.7873639270663262,0.7063586443662644,0.796062184870243,-0.0810052827000618,-0.08970354050397866
40,1.0,6,20,0.21641947008938078,8.656778803575232,0.869698703289032,1,0.8238701310703025,0.7946428571428573,0.8494047619047619,0.7726190476190476,0.6452380952380952,-0.07678571428571423,0.12738095238095248,0.8522408351302146,0.8956491887569428,0.8144503355026245,0.9363679468631745,-0.0811988532543183,-0.12191761136055002
40,1.0,7,20,0.23228380225993178,9.291352090397272,0.921597957611084,0,0.9464870767203071,0.865625,0.9276041666666666,0.815625,0.675,-0.11197916666666652,0.140625,1.0257265657186507,1.094346995651722,0.9202686890959739,1.024916633963585,-0.17407830655574807,-0.10464794486761098
80,0.05,0,20,0.10104592389486379,8.083673911589104,0.6377191543579102,0,0.03925401684029011,1.0,0.9720238095238095,0.9125,0.5863095238095238,-0.059523809523809534,0.32619047619047614,0.8278128251433372,0.8371231272816658,0.861979503929615,0.9233869105577469,0.024856376647949152,-0.06140740662813193
80,0.05,1,20,0.10918796192296719,8.735036953837374,0.6701019406318665,0,0.04502976664486087,1.0,1.0,0.9578124999999998,0.6604166666666667,-0.042187500000000155,0.2973958333333332,0.9386673599481583,0.9527605533599853,0.9771461069583893,1.0537692934274674,0.024385553598403997,-0.07662318646907806
80,0.05,2,20,0.10370544314400666,8.296435451520534,0.6564247608184814,0,0.046256997824011645,1.0,1.0,0.9557291666666667,0.659375,-0.04427083333333326,0.2963541666666667,0.8981038957834244,0.8969473004341125,0.9155768722295761,0.9512367725372315,0.01862957179546354,-0.03565990030765542
80,0.05,3,20,0.10520851941397362,8.41668155311789,0.6571530103683472,0,0.04106899560954515,1.0,1.0,0.9593406593406595,0.6071428571428571,-0.040659340659340515,0.3521978021978024,0.8351571530103683,0.831704393029213,0.842745378613472,0.8830610632896423,0.011040985584259033,-0.040315684676170305
80,0.05,4,20,0.1146717704944746,9.173741639557969,0.6509483456611633,0,0.04088970530468299,1.0,1.0,0.9600000000000002,0.5479999999999999,-0.039999999999999813,0.41200000000000025,0.925981679558754,0.9321549862623215,0.9379349052906036,0.9925942033529281,0.005779919028282121,-0.0546592980623245
80,0.05,5,20,0.10996127803353796,8.796902242683037,0.6477683186531067,0,0.03877677801128225,1.0,1.0,0.96,0.6060000000000001,-0.040000000000000036,0.35399999999999987,0.9054137110710144,0.9069939166307449,0.9277341902256012,0.9640494644641876,0.020740273594856307,-0.03631527423858638
80,0.05,6,20,0.10772272647146813,8.617818117717452,0.6599189639091492,0,0.04957986789455572,0.9732323232323232,0.974242424242424,0.9262626262626263,0.607070707070707,-0.04797979797979768,0.31919191919191936,0.885794386267662,0.8862395793199539,0.916421502828598,0.9791810005903244,0.030181923508644126,-0.0627594977617264
80,0.05,7,20,0.10840490719068159,8.672392575254527,0.674091637134552,0,0.0518064714055947,1.0,1.0,0.96875,0.6557291666666666,-0.03125,0.3130208333333334,0.828415048122406,0.8385689586400986,0.8303196430206299,0.8915710151195526,-0.008249315619468733,-0.06125137209892273
80,0.25,0,20,0.12130009728971985,9.704007783177587,0.6876316666603088,0,0.24847464706719163,0.8999999999999998,0.9099999999999999,0.873,0.6355000000000002,-0.03699999999999992,0.23749999999999982,0.8374468460679054,0.8443005949258804,0.8665658444166183,0.9185378849506378,0.022265249490737937,-0.05197204053401949
80,0.25,1,20,0.11833658218112239,9.466926574489792,0.6883540153503418,0,0.22668689238103434,1.0,1.0,0.9656565656565655,0.6343434343434343,-0.034343434343434454,0.3313131313131312,0.8037523299455642,0.818055835366249,0.8141124367713928,0.8858705759048462,-0.003943398594856262,-0.07175813913345341
80,0.25,2,20,0.11673964424013387,9.33917153921071,0.6684007048606873,0,0.19929839298410953,0.9950549450549451,0.993956043956044,0.9098901098901099,0.6159340659340659,-0.0840659340659341,0.293956043956044,0.8590239092707634,0.8641434848308563,0.8626335352659226,0.9043750464916229,-0.0015099495649337769,-0.041741511225700356
80,0.25,3,20,0.11331436979987107,9.065149583989685,0.6685267686843872,0,0.20527853924360837,1.0,1.0,0.8946666666666667,0.602,-0.10533333333333328,0.29266666666666674,0.9098728999495507,0.924483934044838,0.9455012172460556,1.0098623752593994,0.02101728320121765,-0.06436115801334374
80,0.25,4,20,0.1166537374275436,9.332298994203489,0.6665045022964478,0,0.2037142878477139,1.0,1.0,0.9863095238095237,0.6678571428571429,-0.013690476190476253,0.3184523809523808,0.8677250921726227,0.8683980911970138,0.8927712112665176,0.9374814093112945,0.024373120069503762,-0.04471019804477694
80,0.25,5,20,0.1174513317632689,9.396106541061512,0.661038875579834,0,0.22280006079012163,0.9929292929292929,0.9702020202020201,0.905050505050505,0.656060606060606,-0.06515151515151507,0.24898989898989898,0.9224452108144761,0.9417119204998017,0.945856922864914,1.008930394053459,0.0041450023651122825,-0.06307347118854512
